,throttle,elevator,aileron,rudder
89,0.1395,-0.04347965474643882,0.02210872038716551,-0.056917847436957665
90,0.1395,-0.04356316051667665,0.02189967802508053,-0.056975085201642524
91,0.1395,-0.04364538542746081,0.021713353240319543,-0.05703398795567583
92,0.1395,-0.04372351387831919,0.021337595837664265,-0.0570593132776438
93,0.1395,-0.04379825917396454,0.02082267135995461,-0.05705767432142736
94,0.1395,-0.04387384361185063,0.02047973569223807,-0.057077333575357395
95,0.1395,-0.04395083106331153,0.020340705685295456,-0.0571289017514417
96,0.1395,-0.04402590082466169,0.020160471310784585,-0.05717113652867236
97,0.1395,-0.04409904701612184,0.01993931559011131,-0.05720075580077419
98,0.1395,-0.04417107262902018,0.019724909109753757,-0.057230348634979576
99,0.1395,-0.04424143969272008,0.019487095059920086,-0.05725522548991827
100,0.1395,-0.04431070495407499,0.019251631861791296,-0.05727676514216408
101,0.1395,-0.04437927508059397,0.01903948694816371,-0.0572987147969557
102,0.1395,-0.04444620672815684,0.01880437935357334,-0.057314055359703533
103,0.1395,-0.04451094308050796,0.018544371965281622,-0.0573196898862026
104,0.1395,-0.04457516989776888,0.018309138924784977,-0.05732783641079457
105,0.1395,-0.044639804597492595,0.018115660874308215,-0.057344522530998435
106,0.1395,-0.04470460864490044,0.01794925511835793,-0.057367268975533646
107,0.1395,-0.044768187552881984,0.01776357562372256,-0.0573850896043201
108,0.1395,-0.04482851840289025,0.01750428152164164,-0.05738296230192371
109,0.1395,-0.04488898712166793,0.017335372780349592,-0.05739098041185612
110,0.1395,-0.04494824806306928,0.017143919362775407,-0.05739596277021765
111,0.1395,-0.04500505280848509,0.016854562545667577,-0.0573860996777631
112,0.1395,-0.045060734907899046,0.016553604287001655,-0.05737252964356305
113,0.1395,-0.045118109539466274,0.01641238391357469,-0.05738147106217401
114,0.1395,-0.04517520098699094,0.01630217390737844,-0.0573974030844399
115,0.1395,-0.04523011354015873,0.01612632622943707,-0.05739867012792704
116,0.1395,-0.045283061304450624,0.015896700940913236,-0.05738644809557919
117,0.1395,-0.045336282015277195,0.01572537733198285,-0.05738464470358773
118,0.1395,-0.04538930920110772,0.015589220287687009,-0.057392760196260766
119,0.1395,-0.04544098645767436,0.015429617337621732,-0.05739528042076661
120,0.1395,-0.045492505310754806,0.015305063079562201,-0.05740048866919523
121,0.1395,-0.04554328005888187,0.015186347047470542,-0.05740555720236396
122,0.1395,-0.045591672234613224,0.015000074255090815,-0.05739973054582585
123,0.1395,-0.045638949741323334,0.014807733439043578,-0.05739066832146678
124,0.1395,-0.04568652822885612,0.01466063263679833,-0.0573894588366734
125,0.1395,-0.04573419138956631,0.014548154326893784,-0.05739454880831524
126,0.1395,-0.04578010371715348,0.014399120123340816,-0.057391726164791705
127,0.1395,-0.04582469053997722,0.014244959219822712,-0.057384237149859255
128,0.1395,-0.04586883247433273,0.014107155172956663,-0.057379123638431576
129,0.1395,-0.04591184978159524,0.01394299111573377,-0.05737111910161592
130,0.1395,-0.045953754178390684,0.013757677587692202,-0.057359913707656314
131,0.1395,-0.04599529218386477,0.01360481739935263,-0.057350653646658555
132,0.1395,-0.04603741166386594,0.013520569968265223,-0.05735246865523448
133,0.1395,-0.04607828193458455,0.013413450583208128,-0.05734997094751032
134,0.1395,-0.04611701742865709,0.0132437939049361,-0.0573349814791561
135,0.1395,-0.04615460452425459,0.01305619954689516,-0.05731542867671138
136,0.1395,-0.046193369942137734,0.012955390796628177,-0.057311284243496394
137,0.1395,-0.046231443379467455,0.012856055680737883,-0.05730891661433762
138,0.1395,-0.04626866891017981,0.012751962808469628,-0.0573039429932833
139,0.1395,-0.04630539637754971,0.012658301059611092,-0.0572983578234105
140,0.1395,-0.046341404191044114,0.01256253387317201,-0.05729296305105909
141,0.1395,-0.0463759005061871,0.012434793842100226,-0.05728289144725647
142,0.1395,-0.04640980009929069,0.012311329381614885,-0.05727252373683221
143,0.1395,-0.04644379590341015,0.01221639993104196,-0.05726655327796054
144,0.1395,-0.04647725291825848,0.012126145411758655,-0.057260965584272044
145,0.1395,-0.0465091561934613,0.012008421213583077,-0.05724918017196328
146,0.1395,-0.0465405800388559,0.011903870314487053,-0.05723820799665311
147,0.1395,-0.04657164514710716,0.011802190915840751,-0.05722887016876232
148,0.1395,-0.04660223569437652,0.011695181513028804,-0.05722026041946634
149,0.1395,-0.04663207561313648,0.01158046480128899,-0.05721023527563175
150,0.1395,-0.04666106607086961,0.01147175006356041,-0.05719785520439067
151,0.1395,-0.04669075025955702,0.011419515617684181,-0.057194439966521904
152,0.1395,-0.046719198658981206,0.011339389842613058,-0.057186650347264965
153,0.1395,-0.046745497657720875,0.011194680247451134,-0.057167832139196094
154,0.1395,-0.04677080005094994,0.011033121467834984,-0.05714550763393452
155,0.1395,-0.04679773866715765,0.010962013821923836,-0.057137674256866826
156,0.1395,-0.04682464846477759,0.01090960970576409,-0.057134187639738966
157,0.1395,-0.04685063343818639,0.010843042752237792,-0.05712758589324489
158,0.1395,-0.04687585947772807,0.010768873190979654,-0.057118829893453835
159,0.1395,-0.04690064755296905,0.010696232298042065,-0.057111467465365974
160,0.1395,-0.04692461978851347,0.010613158755921486,-0.05710234342892301
161,0.1395,-0.04694826759946675,0.010536681653317745,-0.05709390130035946
162,0.1395,-0.04697158203693935,0.010466240662164571,-0.05708619310736855
163,0.1395,-0.04699401051056277,0.010384393212853631,-0.0570762556297226
164,0.1395,-0.047015828600315106,0.01030251588143407,-0.05706561469672583
165,0.1395,-0.047037468387445686,0.010227968992056764,-0.05705660600328626
166,0.1395,-0.04705900079990789,0.01016025322404955,-0.05704952780236069
167,0.1395,-0.04708015261350794,0.010092703026005368,-0.05704273302835679
168,0.1395,-0.04710039270248313,0.010015274452748855,-0.057033151343364855
169,0.1395,-0.04712076424649558,0.009965579405227607,-0.0570272586678752
170,0.1395,-0.047140683660549076,0.009913790762461783,-0.057021432228921386
171,0.1395,-0.04715937053736161,0.009828423110968744,-0.057010764245332864
172,0.1395,-0.04717697254650997,0.009716067033732845,-0.05699590825765801
173,0.1395,-0.047194565434429556,0.009621389110205403,-0.056983079128164124
174,0.1395,-0.04721310728935478,0.00958031234792012,-0.05697852338850127
175,0.1395,-0.047231267286749125,0.009538070446210597,-0.05697449473719099
176,0.1395,-0.047248561846401686,0.009479894193773888,-0.056967244221286246
177,0.1395,-0.04726540721723969,0.009419353360001562,-0.056959531792629386
178,0.1395,-0.047282240642915904,0.00936988373269681,-0.056954800182766024
179,0.1395,-0.04729851004502825,0.009313885763323817,-0.056948992276443844
180,0.1395,-0.04731456486760379,0.009262994925332701,-0.056943723000537946
181,0.1395,-0.04733032389554478,0.009214165830777336,-0.05693873488499336
182,0.1395,-0.04734532295701857,0.009153223598680822,-0.05693180010372432
183,0.1395,-0.0473598309283046,0.009089538422679363,-0.05692406964618806
184,0.1395,-0.047374414694435873,0.009037101329120424,-0.05691863956991354
185,0.1395,-0.04738915206078415,0.008997059007768803,-0.05691592115326021
186,0.1395,-0.04740362020991408,0.008957625243647611,-0.05691355256003024
187,0.1395,-0.04741708550808906,0.008899856790973614,-0.05690742847580622
188,0.1395,-0.0474303589283655,0.008849277322781311,-0.05690194985184466
189,0.1395,-0.047443380409812996,0.008798894521611552,-0.056896995710147696
190,0.1395,-0.04745596232368229,0.008741325464789241,-0.05689153402391214
191,0.1395,-0.04746823875740773,0.008683498566220336,-0.05688601580163365
192,0.1395,-0.047480638815396464,0.008642290153450223,-0.05688271053589906
193,0.1395,-0.04749294670869484,0.008606820857816624,-0.056880786270521275
194,0.1395,-0.04750465107576611,0.008560371421257698,-0.056876957327978823
195,0.1395,-0.04751581954745285,0.0085051892329802,-0.05687152266188542
196,0.1395,-0.04752709489646347,0.00846209675796218,-0.05686840001356787
197,0.1395,-0.04753824254672138,0.008422789625270294,-0.056866889121814285
198,0.1395,-0.04754902908436561,0.008380257685892964,-0.05686480187860768
199,0.1395,-0.04755968987024815,0.008342539568997439,-0.05686275020441986
200,0.1395,-0.04757030173520458,0.008311451510529796,-0.05686131833379807
201,0.1395,-0.047580782980053714,0.008282587353214922,-0.05686106281536499
202,0.1395,-0.047590520794100755,0.008237076991371321,-0.05685907279652958
203,0.1395,-0.04759987368680219,0.008187537911802588,-0.056856168503522826
204,0.1395,-0.04760968644153474,0.008158670703826481,-0.05685688045850335
205,0.1395,-0.04761976736819291,0.008144166266248115,-0.05686028990649806
206,0.1395,-0.04762895094151789,0.00810872378015644,-0.0568603291871082
207,0.1395,-0.047637509208037374,0.00806224320180658,-0.05685810780423552
208,0.1395,-0.04764605470553827,0.008021332844773422,-0.056857065299409947
209,0.1395,-0.04765454933252935,0.007983845606744746,-0.0568571132520592
210,0.1395,-0.047662841921587575,0.00794695289842258,-0.0568571443176158
211,0.1395,-0.0476710700122381,0.007915017039242338,-0.05685790483948942
212,0.1395,-0.04767913510795862,0.007883442904702706,-0.05685897771179586
213,0.1395,-0.047686939975016905,0.007849042167909636,-0.05685978451412082
214,0.1395,-0.04769465085256492,0.007817321003879893,-0.05686120031353866
215,0.1395,-0.047702307404991706,0.007789542535161905,-0.0568636467026269
216,0.1395,-0.04770976615289807,0.007760875108598155,-0.05686609217549403
217,0.1395,-0.04771701940985956,0.007730898736583953,-0.05686821076625018
218,0.1395,-0.0477241143378211,0.0077008975748147504,-0.05687027583940057
219,0.1395,-0.047731152947097,0.007673859922286108,-0.05687316008984564
220,0.1395,-0.0477379501383192,0.007644440811472984,-0.056876197420707215
221,0.1395,-0.047744483171876746,0.00761189140644852,-0.056878803880140154
222,0.1395,-0.04775113781551302,0.007587286404219296,-0.056882715365940965
223,0.1395,-0.04775795301527811,0.007571484376762832,-0.056888144416520306
224,0.1395,-0.04776461658116694,0.007555001647421321,-0.056893756236273935
225,0.1395,-0.04777068931620583,0.007525214230745242,-0.05689750273177125
226,0.1395,-0.04777657493753028,0.007494520330322404,-0.05690101980729464
227,0.1395,-0.04778253237436611,0.0074692061695928345,-0.056905771089047125
228,0.1395,-0.047788499515020795,0.0074473768158931095,-0.0569114347646964
229,0.1395,-0.04779417834612367,0.007421492428862457,-0.056916303859584
230,0.1395,-0.047799790510174404,0.007397865295497584,-0.05692153382678667
231,0.1395,-0.047805303242951125,0.0073743852462988535,-0.05692705475526114
232,0.1395,-0.04781065982413746,0.007349161398723868,-0.05693256489905185
233,0.1395,-0.04781595030954181,0.007325471264010395,-0.0569384294488094
234,0.1395,-0.04782130821249014,0.00730734462865443,-0.05694542239288357
235,0.1395,-0.04782655990163157,0.007289075027279507,-0.056952607664919885
236,0.1395,-0.04783157694178536,0.007266857007837413,-0.05695914838646353
237,0.1395,-0.047836401451769824,0.0072418818681648746,-0.056965240242421215
238,0.1395,-0.047841246104401824,0.007220337655983593,-0.05697211148106113
239,0.1395,-0.047846172273573996,0.007203854882077976,-0.056980269221813304
240,0.1395,-0.047850946219276345,0.007185561466996636,-0.056988303930984446
241,0.1395,-0.047855664509034626,0.007168413071598225,-0.056996521723636145
242,0.1395,-0.047860339019462475,0.007152575233079654,-0.05700502815207184
243,0.1395,-0.047864885664525146,0.0071352246572698366,-0.057013623093274395
244,0.1395,-0.0478692608348779,0.007115477870773335,-0.057021951914922514
245,0.1395,-0.04787362650685476,0.007097663107946891,-0.057030747828983465
246,0.1395,-0.047878019936154655,0.007082639880939609,-0.057040199062100755
247,0.1395,-0.04788231420211229,0.007066939314116383,-0.05704968410446855
248,0.1395,-0.04788644928219239,0.007049244530419751,-0.05705887095271693
249,0.1395,-0.04789055470753845,0.007032757671955331,-0.05706839949484076
250,0.1395,-0.04789462008851482,0.0070166529984839465,-0.05707824951954408
251,0.1395,-0.047898629860506775,0.007000538149583029,-0.05708831852805342
252,0.1395,-0.04790256744733917,0.0069845527654412145,-0.057098445979060095
253,0.1395,-0.0479065161094992,0.006971021133309968,-0.057109075496565166
254,0.1395,-0.04791040618171876,0.006957409750027958,-0.05711986829704476
255,0.1395,-0.04791417299849915,0.006941738929023325,-0.057130465978013766
256,0.1395,-0.04791786153477236,0.006925359176354232,-0.05714107586428439
257,0.1395,-0.0479216026555367,0.006912210231774964,-0.05715236094188705
258,0.1395,-0.04792533010527222,0.006900143949326081,-0.05716402689286722
259,0.1395,-0.04792899465134761,0.006887705686899965,-0.05717574550886118
260,0.1395,-0.047932603825540654,0.006875087052502035,-0.057187528191731236
261,0.1395,-0.04793618417289312,0.00686298364124155,-0.05719957382229035
262,0.15328878270654128,-0.04793971055368427,0.006850702071576123,-0.057211756248462316
263,0.1710637545052141,-0.04794330019996991,0.006838690105474594,-0.05722409654140864
264,0.1886397086005634,-0.04794700592457469,0.0068273634160735145,-0.05723665232300658
265,0.20589714772853723,-0.0479507307942601,0.006816050344130831,-0.057249302182131784
266,0.22271996950206768,-0.04795436885154726,0.006804176608830595,-0.05726189370845166
267,0.2390079722886203,-0.04795782269330186,0.006792621814069334,-0.05727455824447284
268,0.25466439585267336,-0.04796092534114428,0.006781767382439731,-0.05728736834501742
269,0.26960103322127976,-0.047963524641534465,0.006771456358773634,-0.057300260082655846
270,0.28373823068403864,-0.04796548326577167,0.006760993410142044,-0.05731303304770682
271,0.2970047768890272,-0.047966696627051685,0.006750052152689246,-0.05732551647640562
272,0.3093367314975542,-0.04796708168553799,0.00674045969314281,-0.05733801276617277
273,0.32067832883169173,-0.04796645907272571,0.006730329336783166,-0.05735023791394208
274,0.3309830348633814,-0.04796471600265443,0.006718734969242338,-0.05736200740207735
275,0.340213561684438,-0.047961821450549634,0.006706286118207289,-0.05737333214268596
276,0.34834185830882985,-0.047957826702502815,0.006695142149832021,-0.05738442446036457
277,0.3553479211729514,-0.047952813532141945,0.006687624571024883,-0.05739577011386797
278,0.36121964764970654,-0.04794663735589441,0.006679564558673503,-0.05740661557397418
279,0.36595339275499056,-0.04793921532205512,0.006668003947858757,-0.05741630241627244
280,0.3695535886467117,-0.047930627076508546,0.00665384425024774,-0.05742494424503117
281,0.37203274462470587,-0.047921114762728735,0.006641846654093793,-0.05743342669319782
282,0.3734108903424858,-0.047910860011331276,0.0066345910933156465,-0.05744232406359685
283,0.3737143963169292,-0.04789972121526172,0.006625895148790287,-0.05745043444983798
284,0.3729764693160878,-0.047887836164804264,0.006617071030330253,-0.057457824669155055
285,0.3712362626720012,-0.04787532194235556,0.006608358465061732,-0.057464576100844426
286,0.368538700782894,-0.04786225527082461,0.006598567659995406,-0.05747063278661835
287,0.3649338696267837,-0.047848745974108084,0.006587809903535509,-0.05747587758639347
288,0.36047661655485014,-0.04783498059051683,0.006577940803618882,-0.0574806340210842
289,0.3552255223634991,-0.04782107015163739,0.006568823468998375,-0.0574848924506605
290,0.34924270306101063,-0.0478070564368906,0.006558600760875151,-0.05748831659126101
291,0.34259317063265554,-0.04779308644212931,0.0065484216287824484,-0.05749106099742557
292,0.33534540199474533,-0.04777929297574828,0.006538580017992645,-0.05749330174465954
293,0.3275691002647552,-0.04776577385086571,0.006528756831400557,-0.05749505705795045
294,0.31933484234667914,-0.047752610399580425,0.0065186559444110545,-0.05749625877978854
295,0.3107140789310013,-0.04773986747297149,0.006508004204939083,-0.057496752370166784
296,0.3017785900627548,-0.047727723088715354,0.0064996730038956564,-0.057496992766274575
297,0.292600534365592,-0.04771625093226602,0.006493159198552411,-0.05749708458077286
298,0.2832516727989703,-0.04770532314091648,0.006482993106070262,-0.05749613907627324
299,0.273801831230232,-0.047694963789052906,0.0064682724671002645,-0.057494005812134326
300,0.26431888903448636,-0.0476853518145943,0.006452738163185371,-0.05749128750057891
301,0.2548687717584262,-0.04767679000754027,0.006443828647305294,-0.05748921724793527
302,0.2455154352531413,-0.04766918609784506,0.006437587514635863,-0.057487384391477714
303,0.23632029600318744,-0.047662395815665,0.006429657906311265,-0.05748492232815773
304,0.2273412507623523,-0.047656435051600936,0.006420162287712204,-0.057481817638616116
305,0.21863257872530723,-0.04765141771988702,0.006411644049203743,-0.05747871360437992
306,0.2102449903421491,-0.047647296688534325,0.006402738036916937,-0.05747544400758596
307,0.20222565609924642,-0.04764406383246921,0.006393661457262327,-0.05747193715089841
308,0.19461743303256368,-0.0476417509630668,0.0063856536315178404,-0.05746842547580835
309,0.187458698571847,-0.047640297768956306,0.006377507424418359,-0.057464786029097895
310,0.18078326076391887,-0.047639587370343406,0.006366900908237331,-0.05746059471977723
311,0.1746209702216977,-0.047639677841519575,0.006356241727138226,-0.057456287153907735
312,0.1689973599359878,-0.047640638388008374,0.0063479985158092275,-0.05745246978008952
313,0.16393312493991813,-0.04764244117770518,0.006342387299335075,-0.05744925096143872
314,0.15944412160888716,-0.047644961265681594,0.006337370672846635,-0.057446240284858494
315,0.15554136766050602,-0.04764797659418548,0.006328657801520918,-0.05744254856103889
316,0.1522317455305729,-0.047651519607312176,0.0063187813197497535,-0.05743851212551782
317,0.14951828761579306,-0.04765566764833201,0.006310672073223879,-0.05743490633787893
318,0.14739952252117133,-0.04766026293255049,0.006301240468045322,-0.057431349491374344
319,0.14586989585575522,-0.04766526017455117,0.006290975302833259,-0.0574278486575706
320,0.14491983232176336,-0.04767072016082837,0.00628356230466405,-0.05742482858073591
321,0.1445361724935897,-0.047676584550382706,0.006278514695837954,-0.05742243150614764
322,0.14470218293848985,-0.0476826472180296,0.006271879029565548,-0.05741994693635038
323,0.14539801230788113,-0.047688833476452454,0.0062632444709911795,-0.05741727723444845
324,0.1466007559703844,-0.04769521669563404,0.006256012768837117,-0.057415067049037656
325,0.14828483954952004,-0.0477017526885531,0.006250127989002966,-0.05741348587647009
326,0.15042192347957167,-0.04770828705677337,0.006243176891073283,-0.05741196384028158
327,0.1529814637480929,-0.04771482139487999,0.006237037730829226,-0.05741060736966988
328,0.15593131140374977,-0.04772133533551515,0.006232498620974407,-0.05740954751285231
329,0.15923771255623548,-0.047727786549378474,0.00622925753113485,-0.05740893993706582
330,0.1628653802796141,-0.047734059804091504,0.006224715122009227,-0.05740867663145873
331,0.16677810520019604,-0.0477398571379998,0.006212680186103325,-0.057407342639032855
332,0.17093847231450537,-0.047745561631187025,0.006204652596124911,-0.05740683547782509
333,0.17530887568458026,-0.04775135224361141,0.006206246756652677,-0.05740818731472299
334,0.17985172289920298,-0.04775702211101504,0.006212616769184454,-0.057410622914458004
335,0.1845294382321488,-0.047761994234342915,0.0062088997399137764,-0.057411625978603276
336,0.1893046197854194,-0.04776634199415659,0.006198361039314955,-0.05741146049180661
337,0.19414027811225948,-0.047770405736353584,0.006190397459983755,-0.05741189659790575
338,0.19900040249473433,-0.047774159177691136,0.006184515425196928,-0.05741296737765849
339,0.2038501074134747,-0.04777749902104001,0.006178820822672818,-0.05741410165252913
340,0.20865565639707212,-0.047780471675737006,0.006174770618105614,-0.05741558084268485
341,0.21338458607221084,-0.04778301843451488,0.006170746358419628,-0.05741722868663369
342,0.21800619525993353,-0.04778510928870769,0.006166079627643999,-0.05741890551988684
343,0.22249165738796434,-0.0477868186960285,0.006162838149344862,-0.05742093673871893
344,0.22681407898415,-0.04778814114308537,0.0061606150127288825,-0.057423336181607144
345,0.23094808623784685,-0.047789001885765625,0.006157572622626759,-0.05742561882316983
346,0.23487062810710496,-0.04778938363327495,0.0061532304513923055,-0.057427588818594916
347,0.2385611018187906,-0.04778932655794167,0.0061483258991352,-0.057429384052773494
348,0.24200135286864294,-0.04778892829521677,0.006144814293720993,-0.05743147614029991
349,0.24517560127250887,-0.04778822376829,0.006142767616777234,-0.057434077754595456
350,0.24807003216921159,-0.047787016317132475,0.006136781171614407,-0.05743607008259367
351,0.25067323181110807,-0.04778555517911451,0.00613345028935563,-0.05743835306984199
352,0.2529762759461694,-0.047783952305949916,0.006135237526713795,-0.05744131415906101
353,0.25497271430936236,-0.04778212297246701,0.006138888660146261,-0.05744455164939421
354,0.2566585446180359,-0.04777978975564265,0.006135770259582477,-0.05744682281943802
355,0.2580318692955093,-0.047776934432782435,0.0061257142230098675,-0.05744759939080172
356,0.25909299804814806,-0.047774037481568575,0.0061202606342221424,-0.05744914303584445
357,0.25984438160367246,-0.04777128867088311,0.006123247430368034,-0.05745234300818659
358,0.2602905640093543,-0.04776851045426321,0.006129364497168286,-0.05745617890588382
359,0.2604381766429374,-0.04776518281442434,0.0061248090892268596,-0.05745783836654905
360,0.2602956113578348,-0.047761628501196834,0.006117800212057478,-0.05745856291707544
361,0.2598729714792985,-0.047758088105757476,0.006112971030654669,-0.057459640733515845
362,0.2591819540962224,-0.04775447965371456,0.006107058305412696,-0.057460650191878244
363,0.25823572744164563,-0.04775087445378613,0.006101851960095253,-0.05746159311305306
364,0.257048803163146,-0.047747430170414606,0.006101052690465073,-0.057463001505617145
365,0.2556369347011032,-0.047744029904704076,0.006100315516631052,-0.05746436494079004
366,0.2540168782392432,-0.04774059261171636,0.006096952264613281,-0.057465138348682665
367,0.25220621122162085,-0.0477372326512483,0.006093348252670979,-0.057465741713233404
368,0.2502232141320367,-0.04773408134115717,0.006092095081932162,-0.057466768030256556
369,0.24808689110580145,-0.047731015703349186,0.006089441406198879,-0.0574675117574735
370,0.24581681274557537,-0.04772809425026243,0.006086933644553089,-0.05746798350885161
371,0.24343261532570365,-0.04772536704876039,0.006085496033403096,-0.057468301541674545
372,0.24095399155925362,-0.047722868070616216,0.006085211992524731,-0.05746866096562945
373,0.23840067697449469,-0.047720583331543644,0.006084555243324631,-0.057469161824918076
374,0.2357922891799849,-0.047718210865140685,0.006075622088044279,-0.05746819479450295
